tf_bnum	gene_bnum	cset_type	cset_id	n
b0064	b3564	positive	positive_2_2	2
b0064	b3565	positive	positive_2_2	2
b0076	b0071	positive	positive_2_2	2
b0076	b0072	positive	positive_2_2	2
b0076	b0073	positive	positive_2_2	2
b0076	b0074	positive	positive_2_2	2
b0076	b0075	positive	positive_2_2	2
b0076	b1954	positive	positive_2_2	2
b0076	b4133	positive	positive_2_2	2
b0080	b0070	positive	positive_2_2	2
b0080	b0112	positive	positive_2_2	2
b0080	b0113	positive	positive_2_2	2
b0080	b0114	positive	positive_2_2	2
b0080	b0115	positive	positive_2_2	2
b0080	b0116	positive	positive_2_2	2
b0080	b0118	positive	positive_2_2	2
b0080	b0311	positive	positive_2_2	2
b0080	b0312	positive	positive_2_2	2
b0080	b0313	positive	positive_2_2	2
b0080	b0314	positive	positive_2_2	2
b0080	b0331	positive	positive_2_2	2
b0080	b0333	positive	positive_2_2	2
b0080	b0334	positive	positive_2_2	2
b0080	b0335	positive	positive_2_2	2
b0080	b0428	positive	positive_2_2	2
b0080	b0429	positive	positive_2_2	2
b0080	b0430	positive	positive_2_2	2
b0080	b0431	positive	positive_2_2	2
b0080	b0432	positive	positive_2_2	2
b0080	b0871	positive	positive_2_2	2
b0080	b1276	positive	positive_2_2	2
b0080	b1530	positive	positive_2_2	2
b0080	b1531	positive	positive_2_2	2
b0080	b1532	positive	positive_2_2	2
b0080	b1817	positive	positive_2_2	2
b0080	b1818	positive	positive_2_2	2
b0080	b1819	positive	positive_2_2	2
b0080	b2097	positive	positive_2_2	2
b0080	b2167	positive	positive_2_2	2
b0080	b2168	positive	positive_2_2	2
b0080	b2169	positive	positive_2_2	2
b0080	b2388	positive	positive_2_2	2
b0080	b2980	positive	positive_2_2	2
b0080	b3365	positive	positive_2_2	2
b0080	b3366	positive	positive_2_2	2
b0080	b3367	positive	positive_2_2	2
b0080	b3368	positive	positive_2_2	2
b0080	b3612	positive	positive_2_2	2
b0080	b3613	positive	positive_2_2	2
b0080	b3614	positive	positive_2_2	2
b0080	b3919	positive	positive_2_2	2
b0080	b3956	positive	positive_2_2	2
b0080	b4577	positive	positive_2_2	2
b0080	b4662	positive	positive_2_2	2
b0113	b2579	positive	positive_2_2	2
b0113	b4287	positive	positive_2_2	2
b0113	b4288	positive	positive_2_2	2
b0113	b4289	positive	positive_2_2	2
b0113	b4290	positive	positive_2_2	2
b0113	b4291	positive	positive_2_2	2
b0162	b0162	positive	positive_2_2	2
b0162	b2787	positive	positive_2_2	2
b0162	b2788	positive	positive_2_2	2
b0162	b2789	positive	positive_2_2	2
b0162	b3123	positive	positive_2_2	2
b0162	b3124	positive	positive_2_2	2
b0162	b3125	positive	positive_2_2	2
b0162	b3126	positive	positive_2_2	2
b0162	b3127	positive	positive_2_2	2
b0162	b3128	positive	positive_2_2	2
b0330	b0330	positive	positive_2_2	2
b0330	b0331	positive	positive_2_2	2
b0330	b0333	positive	positive_2_2	2
b0330	b0334	positive	positive_2_2	2
b0330	b0335	positive	positive_2_2	2
b0399	b0929	positive	positive_2_2	2
b0399	b1597	positive	positive_2_2	2
b0399	b2465	positive	positive_2_2	2
b0399	b2916	positive	positive_2_2	2
b0399	b2987	positive	positive_2_2	2
b0399	b3515	positive	positive_2_2	2
b0399	b3516	positive	positive_2_2	2
b0399	b3615	positive	positive_2_2	2
b0399	b4217	positive	positive_2_2	2
b0435	b0839	positive	positive_2_2	2
b0435	b4150	positive	positive_2_2	2
b0464	b1891	positive	positive_2_2	2
b0464	b1892	positive	positive_2_2	2
b0464	b4439	positive	positive_2_2	2
b0487	b0781	positive	positive_2_2	2
b0487	b0782	positive	positive_2_2	2
b0487	b0783	positive	positive_2_2	2
b0487	b0784	positive	positive_2_2	2
b0487	b0785	positive	positive_2_2	2
b0504	b0515	positive	positive_2_2	2
b0504	b0516	positive	positive_2_2	2
b0504	b0517	positive	positive_2_2	2
b0564	b0972	positive	positive_2_2	2
b0564	b0973	positive	positive_2_2	2
b0564	b0974	positive	positive_2_2	2
b0564	b0975	positive	positive_2_2	2
b0564	b0976	positive	positive_2_2	2
b0564	b0977	positive	positive_2_2	2
b0564	b0978	positive	positive_2_2	2
b0564	b0979	positive	positive_2_2	2
b0564	b0980	positive	positive_2_2	2
b0564	b4592	positive	positive_2_2	2
b0566	b0929	positive	positive_2_2	2
b0566	b2215	positive	positive_2_2	2
b0571	b0428	positive	positive_2_2	2
b0571	b0429	positive	positive_2_2	2
b0571	b0430	positive	positive_2_2	2
b0571	b0431	positive	positive_2_2	2
b0571	b0432	positive	positive_2_2	2
b0620	b0564	positive	positive_2_2	2
b0676	b1501	positive	positive_2_2	2
b0676	b1817	positive	positive_2_2	2
b0676	b1818	positive	positive_2_2	2
b0676	b1819	positive	positive_2_2	2
b0676	b2415	positive	positive_2_2	2
b0676	b2416	positive	positive_2_2	2
b0676	b2417	positive	positive_2_2	2
b0676	b3408	positive	positive_2_2	2
b0676	b3409	positive	positive_2_2	2
b0676	b3410	positive	positive_2_2	2
b0676	b4397	positive	positive_2_2	2
b0676	b4398	positive	positive_2_2	2
b0676	b4399	positive	positive_2_2	2
b0676	b4400	positive	positive_2_2	2
b0683	b0116	positive	positive_2_2	2
b0683	b0428	positive	positive_2_2	2
b0683	b0429	positive	positive_2_2	2
b0683	b0430	positive	positive_2_2	2
b0683	b0431	positive	positive_2_2	2
b0683	b0432	positive	positive_2_2	2
b0683	b0450	positive	positive_2_2	2
b0683	b0451	positive	positive_2_2	2
b0683	b0721	positive	positive_2_2	2
b0683	b0722	positive	positive_2_2	2
b0683	b0723	positive	positive_2_2	2
b0683	b0724	positive	positive_2_2	2
b0683	b0726	positive	positive_2_2	2
b0683	b0727	positive	positive_2_2	2
b0683	b0728	positive	positive_2_2	2
b0683	b0729	positive	positive_2_2	2
b0683	b0805	positive	positive_2_2	2
b0683	b0928	positive	positive_2_2	2
b0683	b0929	positive	positive_2_2	2
b0683	b1102	positive	positive_2_2	2
b0683	b1109	positive	positive_2_2	2
b0683	b1334	positive	positive_2_2	2
b0683	b1611	positive	positive_2_2	2
b0683	b1658	positive	positive_2_2	2
b0683	b1732	positive	positive_2_2	2
b0683	b1761	positive	positive_2_2	2
b0683	b1891	positive	positive_2_2	2
b0683	b1892	positive	positive_2_2	2
b0683	b1973	positive	positive_2_2	2
b0683	b1988	positive	positive_2_2	2
b0683	b2029	positive	positive_2_2	2
b0683	b2106	positive	positive_2_2	2
b0683	b2107	positive	positive_2_2	2
b0683	b2392	positive	positive_2_2	2
b0683	b2552	positive	positive_2_2	2
b0683	b2579	positive	positive_2_2	2
b0683	b2671	positive	positive_2_2	2
b0683	b2673	positive	positive_2_2	2
b0683	b2674	positive	positive_2_2	2
b0683	b2675	positive	positive_2_2	2
b0683	b2676	positive	positive_2_2	2
b0683	b2741	positive	positive_2_2	2
b0683	b3070	positive	positive_2_2	2
b0683	b3212	positive	positive_2_2	2
b0683	b3213	positive	positive_2_2	2
b0683	b3214	positive	positive_2_2	2
b0683	b3408	positive	positive_2_2	2
b0683	b3409	positive	positive_2_2	2
b0683	b3410	positive	positive_2_2	2
b0683	b3441	positive	positive_2_2	2
b0683	b3938	positive	positive_2_2	2
b0683	b3942	positive	positive_2_2	2
b0683	b4019	positive	positive_2_2	2
b0683	b4062	positive	positive_2_2	2
b0683	b4063	positive	positive_2_2	2
b0683	b4122	positive	positive_2_2	2
b0683	b4764	positive	positive_2_2	2
b0761	b1243	positive	positive_2_2	2
b0761	b1244	positive	positive_2_2	2
b0761	b1245	positive	positive_2_2	2
b0761	b1246	positive	positive_2_2	2
b0761	b1247	positive	positive_2_2	2
b0817	b0812	positive	positive_2_2	2
b0817	b4416	positive	positive_2_2	2
b0817	b4705	positive	positive_2_2	2
b0840	b0411	positive	positive_2_2	2
b0840	b2964	positive	positive_2_2	2
b0889	b0201	positive	positive_2_2	2
b0889	b0202	positive	positive_2_2	2
b0889	b0203	positive	positive_2_2	2
b0889	b0204	positive	positive_2_2	2
b0889	b0205	positive	positive_2_2	2
b0889	b1241	positive	positive_2_2	2
b0889	b1798	positive	positive_2_2	2
b0889	b1814	positive	positive_2_2	2
b0889	b2163	positive	positive_2_2	2
b0889	b2290	positive	positive_2_2	2
b0889	b2588	positive	positive_2_2	2
b0889	b2589	positive	positive_2_2	2
b0889	b2590	positive	positive_2_2	2
b0889	b2591	positive	positive_2_2	2
b0889	b3272	positive	positive_2_2	2
b0889	b3273	positive	positive_2_2	2
b0889	b3274	positive	positive_2_2	2
b0889	b3275	positive	positive_2_2	2
b0889	b3276	positive	positive_2_2	2
b0889	b3277	positive	positive_2_2	2
b0889	b3278	positive	positive_2_2	2
b0889	b3418	positive	positive_2_2	2
b0889	b3454	positive	positive_2_2	2
b0889	b3455	positive	positive_2_2	2
b0889	b3456	positive	positive_2_2	2
b0889	b3457	positive	positive_2_2	2
b0889	b3458	positive	positive_2_2	2
b0889	b3508	positive	positive_2_2	2
b0889	b3509	positive	positive_2_2	2
b0889	b3510	positive	positive_2_2	2
b0889	b4007	positive	positive_2_2	2
b0889	b4008	positive	positive_2_2	2
b0889	b4009	positive	positive_2_2	2
b0889	b4010	positive	positive_2_2	2
b0889	b4313	positive	positive_2_2	2
b0959	b0959	positive	positive_2_2	2
b0995	b3508	positive	positive_2_2	2
b0995	b3509	positive	positive_2_2	2
b0995	b3510	positive	positive_2_2	2
b0995	b3516	positive	positive_2_2	2
b0995	b3517	positive	positive_2_2	2
b1013	b1285	positive	positive_2_2	2
b1040	b0237	positive	positive_2_2	2
b1130	b0565	positive	positive_2_2	2
b1130	b0622	positive	positive_2_2	2
b1130	b0841	positive	positive_2_2	2
b1130	b0881	positive	positive_2_2	2
b1130	b1006	positive	positive_2_2	2
b1130	b1007	positive	positive_2_2	2
b1130	b1008	positive	positive_2_2	2
b1130	b1009	positive	positive_2_2	2
b1130	b1010	positive	positive_2_2	2
b1130	b1011	positive	positive_2_2	2
b1130	b1012	positive	positive_2_2	2
b1130	b1275	positive	positive_2_2	2
b1130	b1501	positive	positive_2_2	2
b1130	b2344	positive	positive_2_2	2
b1130	b3035	positive	positive_2_2	2
b1130	b3227	positive	positive_2_2	2
b1130	b3359	positive	positive_2_2	2
b1130	b3428	positive	positive_2_2	2
b1130	b3429	positive	positive_2_2	2
b1130	b3430	positive	positive_2_2	2
b1130	b3432	positive	positive_2_2	2
b1130	b3512	positive	positive_2_2	2
b1130	b3571	positive	positive_2_2	2
b1130	b3939	positive	positive_2_2	2
b1130	b3940	positive	positive_2_2	2
b1130	b4005	positive	positive_2_2	2
b1130	b4006	positive	positive_2_2	2
b1130	b4599	positive	positive_2_2	2
b1130	b4698	positive	positive_2_2	2
b1130	b4718	positive	positive_2_2	2
b1187	b0954	positive	positive_2_2	2
b1187	b1187	positive	positive_2_2	2
b1187	b3845	positive	positive_2_2	2
b1187	b3846	positive	positive_2_2	2
b1201	b1198	positive	positive_2_2	2
b1201	b1199	positive	positive_2_2	2
b1201	b1200	positive	positive_2_2	2
b1201	b1201	positive	positive_2_2	2
b1221	b0034	positive	positive_2_2	2
b1221	b0613	positive	positive_2_2	2
b1221	b0614	positive	positive_2_2	2
b1221	b0615	positive	positive_2_2	2
b1221	b0616	positive	positive_2_2	2
b1221	b0617	positive	positive_2_2	2
b1221	b0618	positive	positive_2_2	2
b1221	b0619	positive	positive_2_2	2
b1221	b0620	positive	positive_2_2	2
b1221	b0826	positive	positive_2_2	2
b1221	b0827	positive	positive_2_2	2
b1221	b0886	positive	positive_2_2	2
b1221	b0887	positive	positive_2_2	2
b1221	b0972	positive	positive_2_2	2
b1221	b0973	positive	positive_2_2	2
b1221	b0974	positive	positive_2_2	2
b1221	b0975	positive	positive_2_2	2
b1221	b0976	positive	positive_2_2	2
b1221	b0977	positive	positive_2_2	2
b1221	b0996	positive	positive_2_2	2
b1221	b0997	positive	positive_2_2	2
b1221	b0998	positive	positive_2_2	2
b1221	b1241	positive	positive_2_2	2
b1221	b2276	positive	positive_2_2	2
b1221	b2277	positive	positive_2_2	2
b1221	b2279	positive	positive_2_2	2
b1221	b2280	positive	positive_2_2	2
b1221	b2281	positive	positive_2_2	2
b1221	b2282	positive	positive_2_2	2
b1221	b2283	positive	positive_2_2	2
b1221	b2284	positive	positive_2_2	2
b1221	b2286	positive	positive_2_2	2
b1221	b2287	positive	positive_2_2	2
b1221	b2288	positive	positive_2_2	2
b1221	b2710	positive	positive_2_2	2
b1221	b2711	positive	positive_2_2	2
b1221	b2990	positive	positive_2_2	2
b1221	b2991	positive	positive_2_2	2
b1221	b2992	positive	positive_2_2	2
b1221	b2993	positive	positive_2_2	2
b1221	b2994	positive	positive_2_2	2
b1221	b2995	positive	positive_2_2	2
b1221	b2996	positive	positive_2_2	2
b1221	b2997	positive	positive_2_2	2
b1221	b3476	positive	positive_2_2	2
b1221	b3477	positive	positive_2_2	2
b1221	b3478	positive	positive_2_2	2
b1221	b3479	positive	positive_2_2	2
b1221	b3480	positive	positive_2_2	2
b1221	b3481	positive	positive_2_2	2
b1221	b4039	positive	positive_2_2	2
b1221	b4040	positive	positive_2_2	2
b1221	b4122	positive	positive_2_2	2
b1221	b4123	positive	positive_2_2	2
b1221	b4209	positive	positive_2_2	2
b1275	b1275	positive	positive_2_2	2
b1275	b1729	positive	positive_2_2	2
b1275	b1920	positive	positive_2_2	2
b1275	b2750	positive	positive_2_2	2
b1275	b2751	positive	positive_2_2	2
b1275	b2752	positive	positive_2_2	2
b1275	b2762	positive	positive_2_2	2
b1275	b2763	positive	positive_2_2	2
b1275	b2764	positive	positive_2_2	2
b1334	b0034	positive	positive_2_2	2
b1334	b0035	positive	positive_2_2	2
b1334	b0036	positive	positive_2_2	2
b1334	b0037	positive	positive_2_2	2
b1334	b0038	positive	positive_2_2	2
b1334	b0039	positive	positive_2_2	2
b1334	b0040	positive	positive_2_2	2
b1334	b0041	positive	positive_2_2	2
b1334	b0042	positive	positive_2_2	2
b1334	b0043	positive	positive_2_2	2
b1334	b0044	positive	positive_2_2	2
b1334	b0113	positive	positive_2_2	2
b1334	b0114	positive	positive_2_2	2
b1334	b0115	positive	positive_2_2	2
b1334	b0116	positive	positive_2_2	2
b1334	b0428	positive	positive_2_2	2
b1334	b0429	positive	positive_2_2	2
b1334	b0430	positive	positive_2_2	2
b1334	b0431	positive	positive_2_2	2
b1334	b0432	positive	positive_2_2	2
b1334	b0450	positive	positive_2_2	2
b1334	b0451	positive	positive_2_2	2
b1334	b0585	positive	positive_2_2	2
b1334	b0586	positive	positive_2_2	2
b1334	b0587	positive	positive_2_2	2
b1334	b0613	positive	positive_2_2	2
b1334	b0614	positive	positive_2_2	2
b1334	b0615	positive	positive_2_2	2
b1334	b0616	positive	positive_2_2	2
b1334	b0617	positive	positive_2_2	2
b1334	b0618	positive	positive_2_2	2
b1334	b0619	positive	positive_2_2	2
b1334	b0620	positive	positive_2_2	2
b1334	b0621	positive	positive_2_2	2
b1334	b0721	positive	positive_2_2	2
b1334	b0722	positive	positive_2_2	2
b1334	b0723	positive	positive_2_2	2
b1334	b0724	positive	positive_2_2	2
b1334	b0726	positive	positive_2_2	2
b1334	b0727	positive	positive_2_2	2
b1334	b0728	positive	positive_2_2	2
b1334	b0729	positive	positive_2_2	2
b1334	b0781	positive	positive_2_2	2
b1334	b0782	positive	positive_2_2	2
b1334	b0783	positive	positive_2_2	2
b1334	b0784	positive	positive_2_2	2
b1334	b0785	positive	positive_2_2	2
b1334	b0814	positive	positive_2_2	2
b1334	b0886	positive	positive_2_2	2
b1334	b0887	positive	positive_2_2	2
b1334	b0928	positive	positive_2_2	2
b1334	b0933	positive	positive_2_2	2
b1334	b0934	positive	positive_2_2	2
b1334	b0935	positive	positive_2_2	2
b1334	b0936	positive	positive_2_2	2
b1334	b0937	positive	positive_2_2	2
b1334	b1127	positive	positive_2_2	2
b1334	b1220	positive	positive_2_2	2
b1334	b1241	positive	positive_2_2	2
b1334	b1276	positive	positive_2_2	2
b1334	b1296	positive	positive_2_2	2
b1334	b1297	positive	positive_2_2	2
b1334	b1324	positive	positive_2_2	2
b1334	b1415	positive	positive_2_2	2
b1334	b1537	positive	positive_2_2	2
b1334	b1611	positive	positive_2_2	2
b1334	b1612	positive	positive_2_2	2
b1334	b1715	positive	positive_2_2	2
b1334	b1716	positive	positive_2_2	2
b1334	b1761	positive	positive_2_2	2
b1334	b1881	positive	positive_2_2	2
b1334	b1882	positive	positive_2_2	2
b1334	b1883	positive	positive_2_2	2
b1334	b1884	positive	positive_2_2	2
b1334	b1885	positive	positive_2_2	2
b1334	b1886	positive	positive_2_2	2
b1334	b1904	positive	positive_2_2	2
b1334	b1988	positive	positive_2_2	2
b1334	b2029	positive	positive_2_2	2
b1334	b2163	positive	positive_2_2	2
b1334	b2239	positive	positive_2_2	2
b1334	b2240	positive	positive_2_2	2
b1334	b2241	positive	positive_2_2	2
b1334	b2242	positive	positive_2_2	2
b1334	b2243	positive	positive_2_2	2
b1334	b2296	positive	positive_2_2	2
b1334	b2367	positive	positive_2_2	2
b1334	b2368	positive	positive_2_2	2
b1334	b2481	positive	positive_2_2	2
b1334	b2482	positive	positive_2_2	2
b1334	b2483	positive	positive_2_2	2
b1334	b2484	positive	positive_2_2	2
b1334	b2485	positive	positive_2_2	2
b1334	b2486	positive	positive_2_2	2
b1334	b2487	positive	positive_2_2	2
b1334	b2488	positive	positive_2_2	2
b1334	b2489	positive	positive_2_2	2
b1334	b2490	positive	positive_2_2	2
b1334	b2491	positive	positive_2_2	2
b1334	b2492	positive	positive_2_2	2
b1334	b2497	positive	positive_2_2	2
b1334	b2498	positive	positive_2_2	2
b1334	b2606	positive	positive_2_2	2
b1334	b2607	positive	positive_2_2	2
b1334	b2608	positive	positive_2_2	2
b1334	b2609	positive	positive_2_2	2
b1334	b2710	positive	positive_2_2	2
b1334	b2711	positive	positive_2_2	2
b1334	b2732	positive	positive_2_2	2
b1334	b2903	positive	positive_2_2	2
b1334	b2904	positive	positive_2_2	2
b1334	b2905	positive	positive_2_2	2
b1334	b3071	positive	positive_2_2	2
b1334	b3072	positive	positive_2_2	2
b1334	b3091	positive	positive_2_2	2
b1334	b3092	positive	positive_2_2	2
b1334	b3113	positive	positive_2_2	2
b1334	b3114	positive	positive_2_2	2
b1334	b3115	positive	positive_2_2	2
b1334	b3116	positive	positive_2_2	2
b1334	b3117	positive	positive_2_2	2
b1334	b3118	positive	positive_2_2	2
b1334	b3123	positive	positive_2_2	2
b1334	b3124	positive	positive_2_2	2
b1334	b3125	positive	positive_2_2	2
b1334	b3126	positive	positive_2_2	2
b1334	b3127	positive	positive_2_2	2
b1334	b3212	positive	positive_2_2	2
b1334	b3213	positive	positive_2_2	2
b1334	b3214	positive	positive_2_2	2
b1334	b3230	positive	positive_2_2	2
b1334	b3231	positive	positive_2_2	2
b1334	b3265	positive	positive_2_2	2
b1334	b3266	positive	positive_2_2	2
b1334	b3311	positive	positive_2_2	2
b1334	b3312	positive	positive_2_2	2
b1334	b3313	positive	positive_2_2	2
b1334	b3314	positive	positive_2_2	2
b1334	b3315	positive	positive_2_2	2
b1334	b3316	positive	positive_2_2	2
b1334	b3317	positive	positive_2_2	2
b1334	b3318	positive	positive_2_2	2
b1334	b3319	positive	positive_2_2	2
b1334	b3320	positive	positive_2_2	2
b1334	b3321	positive	positive_2_2	2
b1334	b3408	positive	positive_2_2	2
b1334	b3409	positive	positive_2_2	2
b1334	b3410	positive	positive_2_2	2
b1334	b3416	positive	positive_2_2	2
b1334	b3417	positive	positive_2_2	2
b1334	b3515	positive	positive_2_2	2
b1334	b3516	positive	positive_2_2	2
b1334	b3517	positive	positive_2_2	2
b1334	b3531	positive	positive_2_2	2
b1334	b3532	positive	positive_2_2	2
b1334	b3540	positive	positive_2_2	2
b1334	b3541	positive	positive_2_2	2
b1334	b3542	positive	positive_2_2	2
b1334	b3543	positive	positive_2_2	2
b1334	b3544	positive	positive_2_2	2
b1334	b3724	positive	positive_2_2	2
b1334	b3725	positive	positive_2_2	2
b1334	b3726	positive	positive_2_2	2
b1334	b3727	positive	positive_2_2	2
b1334	b3728	positive	positive_2_2	2
b1334	b3830	positive	positive_2_2	2
b1334	b3908	positive	positive_2_2	2
b1334	b3942	positive	positive_2_2	2
b1334	b4039	positive	positive_2_2	2
b1334	b4040	positive	positive_2_2	2
b1334	b4062	positive	positive_2_2	2
b1334	b4063	positive	positive_2_2	2
b1334	b4079	positive	positive_2_2	2
